"piva","codice_pezzo","data_consegna","id_mg","nome_officina"
"UJM40751","PR031",2025-07-10,3,"Officina Pordenone"
"GFW83783","PR035",2025-07-11,3,"Officina Pordenone"
"MWX89608","PR032",2025-07-09,3,"Officina Pordenone"
"VBR26198","PR046",2025-06-28,3,"Officina Pordenone"
"DHG13941","PR037",2025-07-18,3,"Officina Pordenone"
"RZJ06273","PR047",2025-07-05,3,"Officina Pordenone"
"GFW83783","PR050",2025-06-24,3,"Officina Pordenone"
"QBT78616","PR003",2025-06-25,3,"Officina Pordenone"
"WHG88959","PR010",2025-07-09,3,"Officina Pordenone"
"MBH95177","PR043",2025-07-23,3,"Officina Pordenone"
"DRI31886","PR012",2025-07-06,3,"Officina Pordenone"
"PHU69089","PR015",2025-07-20,3,"Officina Pordenone"
"UEI50455","PR001",2025-07-07,3,"Officina Pordenone"
"NHC07536","PR033",2025-06-24,3,"Officina Pordenone"
"PLJ40074","PR042",2025-07-18,3,"Officina Pordenone"
"MBL28395","PR027",2025-07-22,3,"Officina Pordenone"
"RZJ06273","PR008",2025-06-24,3,"Officina Pordenone"
"DHG13941","PR004",2025-07-20,3,"Officina Pordenone"
"MBL28395","PR030",2025-07-05,4,"Officina Gorizia"
"DRI31886","PR033",2025-07-06,4,"Officina Gorizia"
"MBL28395","PR039",2025-06-26,4,"Officina Gorizia"
"QBT78616","PR007",2025-07-04,4,"Officina Gorizia"
"MBL28395","PR012",2025-07-17,4,"Officina Gorizia"
"GFW83783","PR046",2025-07-06,4,"Officina Gorizia"
"NHC07536","PR040",2025-06-25,4,"Officina Gorizia"
"PVV57745","PR028",2025-07-15,4,"Officina Gorizia"
"VBR26198","PR036",2025-07-23,4,"Officina Gorizia"
"MWX89608","PR032",2025-07-04,4,"Officina Gorizia"
"QTA02490","PR031",2025-07-07,4,"Officina Gorizia"
"ZDT00633","PR041",2025-06-28,4,"Officina Gorizia"
"MBH95177","PR027",2025-07-12,4,"Officina Gorizia"
"MBH95177","PR025",2025-07-04,4,"Officina Gorizia"
"WHG88959","PR019",2025-06-26,4,"Officina Gorizia"
"NLF68273","PR013",2025-07-16,4,"Officina Gorizia"
"NHC07536","PR034",2025-06-26,4,"Officina Gorizia"
"YTJ31944","PR042",2025-07-08,4,"Officina Gorizia"
"QAQ76397","PR048",2025-07-02,4,"Officina Gorizia"
"UEI50455","PR003",2025-07-22,4,"Officina Gorizia"
"NHC07536","PR018",2025-07-02,4,"Officina Gorizia"
"UEI50455","PR005",2025-06-25,4,"Officina Gorizia"
"MBH95177","PR050",2025-07-10,4,"Officina Gorizia"
"ZDT00633","PR024",2025-06-30,4,"Officina Gorizia"
"ZDT00633","PR004",2025-07-22,4,"Officina Gorizia"
"NJR07693","PR037",2025-07-04,4,"Officina Gorizia"
"DRI31886","PR047",2025-07-22,4,"Officina Gorizia"
"MBL28395","PR008",2025-07-22,4,"Officina Gorizia"
"YTJ31944","PR020",2025-06-30,4,"Officina Gorizia"
"QBT78616","PR001",2025-06-24,4,"Officina Gorizia"
"DUO26543","PR016",2025-07-01,4,"Officina Gorizia"
"NLF68273","PR045",2025-07-07,4,"Officina Gorizia"
"NHC07536","PR026",2025-06-24,4,"Officina Gorizia"
"VBR26198","PR002",2025-07-03,4,"Officina Gorizia"
"DRI31886","PR009",2025-07-18,4,"Officina Gorizia"
"DRI31886","PR015",2025-07-21,4,"Officina Gorizia"
"RZJ06273","PR017",2025-07-08,4,"Officina Gorizia"
"PHU69089","PR023",2025-07-12,4,"Officina Gorizia"
"PHU69089","PR038",2025-07-20,4,"Officina Gorizia"
"PVV57745","PR006",2025-07-19,4,"Officina Gorizia"
"YTJ31944","PR022",2025-06-29,4,"Officina Gorizia"
"NHC07536","PR010",2025-06-29,4,"Officina Gorizia"
"DUO26543","PR029",2025-06-30,4,"Officina Gorizia"
"WHG88959","PR044",2025-07-20,4,"Officina Gorizia"
"PVV57745","PR035",2025-07-13,4,"Officina Gorizia"
"TRA80271","PR044",2025-06-28,5,"Officina Monfalcone"
"QTA02490","PR031",2025-07-17,5,"Officina Monfalcone"
"WHG88959","PR001",2025-06-25,5,"Officina Monfalcone"
"PHU69089","PR035",2025-07-02,5,"Officina Monfalcone"
"UEI50455","PR041",2025-07-11,5,"Officina Monfalcone"
"YTJ31944","PR040",2025-07-12,5,"Officina Monfalcone"
"PHU69089","PR009",2025-07-01,5,"Officina Monfalcone"
"NLF68273","PR016",2025-07-10,5,"Officina Monfalcone"
"PVV57745","PR014",2025-06-24,5,"Officina Monfalcone"
"NHC07536","PR024",2025-06-26,5,"Officina Monfalcone"
"QAQ76397","PR006",2025-07-12,5,"Officina Monfalcone"
"QTA02490","PR039",2025-07-18,5,"Officina Monfalcone"
"VBR26198","PR047",2025-07-11,5,"Officina Monfalcone"
"DUO26543","PR020",2025-07-08,5,"Officina Monfalcone"
"MBH95177","PR022",2025-07-03,5,"Officina Monfalcone"
"LJH74048","PR034",2025-07-21,5,"Officina Monfalcone"
"PLJ40074","PR043",2025-06-26,5,"Officina Monfalcone"
"NLF68273","PR032",2025-06-27,5,"Officina Monfalcone"
"QTA02490","PR042",2025-07-17,5,"Officina Monfalcone"
"DUO26543","PR010",2025-06-29,5,"Officina Monfalcone"
"DUO26543","PR004",2025-07-05,5,"Officina Monfalcone"
"UEI50455","PR049",2025-07-04,5,"Officina Monfalcone"
"YTJ31944","PR036",2025-07-15,5,"Officina Monfalcone"
"DUO26543","PR038",2025-07-04,5,"Officina Monfalcone"
"WHG88959","PR018",2025-07-16,5,"Officina Monfalcone"
"MBH95177","PR033",2025-07-13,5,"Officina Monfalcone"
"NLF68273","PR005",2025-07-02,5,"Officina Monfalcone"
"DHG13941","PR021",2025-07-21,5,"Officina Monfalcone"
"VBR26198","PR011",2025-07-02,5,"Officina Monfalcone"
"TRA80271","PR026",2025-07-03,5,"Officina Monfalcone"
"NLF68273","PR015",2025-07-15,5,"Officina Monfalcone"
"NJR07693","PR017",2025-07-14,5,"Officina Monfalcone"
"WHG88959","PR023",2025-07-21,5,"Officina Monfalcone"
"WHG88959","PR050",2025-06-30,5,"Officina Monfalcone"
"UJM40751","PR025",2025-07-18,5,"Officina Monfalcone"
"DUO26543","PR008",2025-07-18,5,"Officina Monfalcone"
"QTA02490","PR002",2025-07-10,5,"Officina Monfalcone"
"DUO26543","PR028",2025-06-26,5,"Officina Monfalcone"
"GFW83783","PR037",2025-07-16,5,"Officina Monfalcone"
"PHU69089","PR003",2025-07-14,5,"Officina Monfalcone"
"QBT78616","PR027",2025-06-26,5,"Officina Monfalcone"
"GFW83783","PR013",2025-07-12,5,"Officina Monfalcone"
"NHC07536","PR017",2025-06-27,6,"Officina Aquileia"
"DRI31886","PR030",2025-07-19,6,"Officina Aquileia"
"GFW83783","PR033",2025-07-08,6,"Officina Aquileia"
"YTJ31944","PR019",2025-07-17,6,"Officina Aquileia"
"VBR26198","PR006",2025-07-08,6,"Officina Aquileia"
"MWX89608","PR008",2025-07-10,6,"Officina Aquileia"
"WHG88959","PR043",2025-07-15,6,"Officina Aquileia"
"GFW83783","PR026",2025-07-18,6,"Officina Aquileia"
"QBT78616","PR002",2025-07-23,6,"Officina Aquileia"
"TRA80271","PR005",2025-07-01,6,"Officina Aquileia"
"TRA80271","PR021",2025-07-07,6,"Officina Aquileia"
"MBL28395","PR041",2025-06-29,6,"Officina Aquileia"
"MBH95177","PR009",2025-07-04,6,"Officina Aquileia"
"PHU69089","PR038",2025-07-07,6,"Officina Aquileia"
"QTA02490","PR032",2025-07-08,6,"Officina Aquileia"
"QBT78616","PR023",2025-07-18,6,"Officina Aquileia"
"MBL28395","PR001",2025-06-26,6,"Officina Aquileia"
"RZJ06273","PR010",2025-06-24,6,"Officina Aquileia"
"QAQ76397","PR018",2025-06-26,6,"Officina Aquileia"
"MBH95177","PR028",2025-07-10,6,"Officina Aquileia"
"MBL28395","PR044",2025-06-28,6,"Officina Aquileia"
"VBR26198","PR045",2025-07-16,6,"Officina Aquileia"
"MWX89608","PR013",2025-07-09,6,"Officina Aquileia"
"MBL28395","PR050",2025-07-05,6,"Officina Aquileia"
"YTJ31944","PR011",2025-07-18,6,"Officina Aquileia"
"YTJ31944","PR046",2025-06-26,6,"Officina Aquileia"
"PHU69089","PR007",2025-07-07,6,"Officina Aquileia"
"DRI31886","PR036",2025-07-06,6,"Officina Aquileia"
"QAQ76397","PR039",2025-07-22,6,"Officina Aquileia"
"UJM40751","PR014",2025-07-16,6,"Officina Aquileia"
"ZDT00633","PR003",2025-07-09,6,"Officina Aquileia"
"UEI50455","PR042",2025-07-21,6,"Officina Aquileia"
"MBH95177","PR048",2025-07-22,6,"Officina Aquileia"
"QAQ76397","PR027",2025-07-09,6,"Officina Aquileia"
"GFW83783","PR049",2025-06-30,6,"Officina Aquileia"
"GFW83783","PR015",2025-06-28,6,"Officina Aquileia"
"QTA02490","PR031",2025-06-29,6,"Officina Aquileia"
"QAQ76397","PR035",2025-07-04,6,"Officina Aquileia"
"NHC07536","PR020",2025-06-26,6,"Officina Aquileia"
"LJH74048","PR022",2025-06-30,6,"Officina Aquileia"
"NLF68273","PR016",2025-07-18,6,"Officina Aquileia"
"GFW83783","PR004",2025-07-15,6,"Officina Aquileia"
"DUO26543","PR047",2025-06-30,6,"Officina Aquileia"
"PHU69089","PR034",2025-07-10,6,"Officina Aquileia"
"TRA80271","PR028",2025-07-07,7,"Officina Codroipo"
"MBL28395","PR038",2025-07-23,7,"Officina Codroipo"
"NLF68273","PR017",2025-07-16,7,"Officina Codroipo"
"MBL28395","PR033",2025-07-11,7,"Officina Codroipo"
"PLJ40074","PR035",2025-06-25,7,"Officina Codroipo"
"NJR07693","PR044",2025-07-16,7,"Officina Codroipo"
"NHC07536","PR042",2025-07-22,7,"Officina Codroipo"
"YTJ31944","PR003",2025-06-26,7,"Officina Codroipo"
"YTJ31944","PR020",2025-07-01,7,"Officina Codroipo"
"NHC07536","PR045",2025-07-11,7,"Officina Codroipo"
"GFW83783","PR034",2025-06-24,7,"Officina Codroipo"
"MWX89608","PR010",2025-07-07,7,"Officina Codroipo"
"WHG88959","PR027",2025-07-06,7,"Officina Codroipo"
"NHC07536","PR026",2025-07-06,7,"Officina Codroipo"
"UJM40751","PR025",2025-07-07,7,"Officina Codroipo"
"DRI31886","PR019",2025-07-20,7,"Officina Codroipo"
"NJR07693","PR013",2025-07-23,7,"Officina Codroipo"
"DRI31886","PR047",2025-07-18,7,"Officina Codroipo"
"LJH74048","PR015",2025-07-12,7,"Officina Codroipo"
"PLJ40074","PR036",2025-07-10,7,"Officina Codroipo"
"TRA80271","PR050",2025-07-11,7,"Officina Codroipo"
"GFW83783","PR032",2025-07-20,7,"Officina Codroipo"
"QBT78616","PR022",2025-07-03,7,"Officina Codroipo"
"NLF68273","PR016",2025-07-11,7,"Officina Codroipo"
"RZJ06273","PR049",2025-06-28,7,"Officina Codroipo"
"MBH95177","PR009",2025-06-29,7,"Officina Codroipo"
"MWX89608","PR031",2025-07-22,7,"Officina Codroipo"
"WHG88959","PR001",2025-07-09,7,"Officina Codroipo"
"PHU69089","PR041",2025-06-26,7,"Officina Codroipo"
"YTJ31944","PR030",2025-07-08,7,"Officina Codroipo"
"PLJ40074","PR018",2025-06-24,7,"Officina Codroipo"
"NLF68273","PR014",2025-06-24,7,"Officina Codroipo"
"DHG13941","PR002",2025-07-05,7,"Officina Codroipo"
"WHG88959","PR011",2025-07-12,7,"Officina Codroipo"
"ZDT00633","PR037",2025-07-22,7,"Officina Codroipo"
"NJR07693","PR048",2025-07-21,7,"Officina Codroipo"
"MBL28395","PR043",2025-06-28,7,"Officina Codroipo"
"DUO26543","PR039",2025-07-09,7,"Officina Codroipo"
"GFW83783","PR024",2025-06-26,7,"Officina Codroipo"
"LJH74048","PR040",2025-07-01,7,"Officina Codroipo"
"QAQ76397","PR029",2025-07-10,7,"Officina Codroipo"
"PLJ40074","PR007",2025-07-01,7,"Officina Codroipo"
"UJM40751","PR004",2025-07-04,7,"Officina Codroipo"
"UJM40751","PR008",2025-07-16,7,"Officina Codroipo"
"PLJ40074","PR047",2025-07-13,8,"Officina Cividale del Friuli"
"TRA80271","PR011",2025-06-26,8,"Officina Cividale del Friuli"
"MBL28395","PR010",2025-06-30,8,"Officina Cividale del Friuli"
"QTA02490","PR025",2025-06-25,8,"Officina Cividale del Friuli"
"TRA80271","PR001",2025-07-22,8,"Officina Cividale del Friuli"
"DHG13941","PR008",2025-07-13,8,"Officina Cividale del Friuli"
"LJH74048","PR046",2025-07-01,8,"Officina Cividale del Friuli"
"ZDT00633","PR040",2025-07-18,8,"Officina Cividale del Friuli"
"NLF68273","PR027",2025-07-20,8,"Officina Cividale del Friuli"
"NLF68273","PR017",2025-07-23,8,"Officina Cividale del Friuli"
"NJR07693","PR006",2025-07-20,8,"Officina Cividale del Friuli"
"DHG13941","PR023",2025-07-01,8,"Officina Cividale del Friuli"
"YTJ31944","PR020",2025-06-29,8,"Officina Cividale del Friuli"
"DUO26543","PR012",2025-07-15,8,"Officina Cividale del Friuli"
"DHG13941","PR003",2025-07-13,8,"Officina Cividale del Friuli"
"MBL28395","PR032",2025-07-11,8,"Officina Cividale del Friuli"
"WHG88959","PR036",2025-07-22,8,"Officina Cividale del Friuli"
"PVV57745","PR021",2025-06-30,8,"Officina Cividale del Friuli"
"ZDT00633","PR014",2025-07-02,8,"Officina Cividale del Friuli"
"TRA80271","PR037",2025-07-15,8,"Officina Cividale del Friuli"
"WHG88959","PR033",2025-07-10,8,"Officina Cividale del Friuli"
"NLF68273","PR028",2025-07-11,8,"Officina Cividale del Friuli"
"WHG88959","PR034",2025-06-29,8,"Officina Cividale del Friuli"
"DUO26543","PR019",2025-07-17,8,"Officina Cividale del Friuli"
"MBH95177","PR045",2025-07-23,8,"Officina Cividale del Friuli"
"QTA02490","PR009",2025-07-03,8,"Officina Cividale del Friuli"
"PHU69089","PR038",2025-07-04,8,"Officina Cividale del Friuli"
"GFW83783","PR042",2025-07-06,8,"Officina Cividale del Friuli"
"UEI50455","PR016",2025-07-19,8,"Officina Cividale del Friuli"
"ZDT00633","PR005",2025-07-15,8,"Officina Cividale del Friuli"
"RZJ06273","PR022",2025-06-27,8,"Officina Cividale del Friuli"
"QBT78616","PR030",2025-07-10,8,"Officina Cividale del Friuli"
"RZJ06273","PR035",2025-07-19,8,"Officina Cividale del Friuli"
"DHG13941","PR050",2025-07-02,8,"Officina Cividale del Friuli"
"PLJ40074","PR049",2025-07-05,8,"Officina Cividale del Friuli"
"PVV57745","PR029",2025-07-07,8,"Officina Cividale del Friuli"
"QBT78616","PR031",2025-07-23,8,"Officina Cividale del Friuli"
"MBH95177","PR048",2025-06-29,8,"Officina Cividale del Friuli"
"YTJ31944","PR018",2025-06-30,8,"Officina Cividale del Friuli"
"WHG88959","PR024",2025-07-22,8,"Officina Cividale del Friuli"
"YTJ31944","PR007",2025-07-01,8,"Officina Cividale del Friuli"
"UJM40751","PR015",2025-07-19,8,"Officina Cividale del Friuli"
"NLF68273","PR012",2025-06-25,9,"Officina Tolmezzo"
"YTJ31944","PR050",2025-07-12,9,"Officina Tolmezzo"
"PVV57745","PR026",2025-07-17,9,"Officina Tolmezzo"
"LJH74048","PR009",2025-07-07,9,"Officina Tolmezzo"
"PVV57745","PR004",2025-07-16,9,"Officina Tolmezzo"
"MBH95177","PR043",2025-07-18,9,"Officina Tolmezzo"
"MWX89608","PR007",2025-07-14,9,"Officina Tolmezzo"
"NHC07536","PR038",2025-07-23,9,"Officina Tolmezzo"
"DHG13941","PR033",2025-07-11,9,"Officina Tolmezzo"
"LJH74048","PR020",2025-06-27,9,"Officina Tolmezzo"
"QBT78616","PR035",2025-07-11,9,"Officina Tolmezzo"
"RZJ06273","PR041",2025-07-14,9,"Officina Tolmezzo"
"WHG88959","PR023",2025-07-07,9,"Officina Tolmezzo"
"ZDT00633","PR029",2025-07-23,9,"Officina Tolmezzo"
"UJM40751","PR014",2025-07-18,9,"Officina Tolmezzo"
"PLJ40074","PR017",2025-06-29,9,"Officina Tolmezzo"
"PLJ40074","PR044",2025-07-04,9,"Officina Tolmezzo"
"YTJ31944","PR008",2025-07-11,9,"Officina Tolmezzo"
"PLJ40074","PR018",2025-07-01,9,"Officina Tolmezzo"
"DHG13941","PR010",2025-07-13,9,"Officina Tolmezzo"
"ZDT00633","PR036",2025-07-11,9,"Officina Tolmezzo"
"MBH95177","PR031",2025-07-12,9,"Officina Tolmezzo"
"DHG13941","PR042",2025-07-05,9,"Officina Tolmezzo"
"PLJ40074","PR003",2025-06-30,9,"Officina Tolmezzo"
"NLF68273","PR030",2025-06-27,9,"Officina Tolmezzo"
"QTA02490","PR032",2025-07-19,9,"Officina Tolmezzo"
"DUO26543","PR016",2025-06-30,9,"Officina Tolmezzo"
"GFW83783","PR048",2025-07-05,9,"Officina Tolmezzo"
"PHU69089","PR013",2025-07-20,9,"Officina Tolmezzo"
"QBT78616","PR034",2025-07-03,9,"Officina Tolmezzo"
"DRI31886","PR021",2025-07-20,9,"Officina Tolmezzo"
"ZDT00633","PR011",2025-06-24,9,"Officina Tolmezzo"
"PHU69089","PR015",2025-07-22,9,"Officina Tolmezzo"
"TRA80271","PR047",2025-07-07,9,"Officina Tolmezzo"
"YTJ31944","PR027",2025-06-29,9,"Officina Tolmezzo"
"UJM40751","PR039",2025-07-20,9,"Officina Tolmezzo"
"UEI50455","PR045",2025-07-11,9,"Officina Tolmezzo"
"TRA80271","PR001",2025-07-16,9,"Officina Tolmezzo"
"GFW83783","PR024",2025-06-30,9,"Officina Tolmezzo"
"VBR26198","PR040",2025-07-01,9,"Officina Tolmezzo"
"QAQ76397","PR046",2025-06-25,9,"Officina Tolmezzo"
"ZDT00633","PR028",2025-07-17,9,"Officina Tolmezzo"
"NHC07536","PR029",2025-07-09,10,"Officina Maniago"
"RZJ06273","PR050",2025-07-05,10,"Officina Maniago"
"NLF68273","PR049",2025-07-08,10,"Officina Maniago"
"PHU69089","PR015",2025-07-22,10,"Officina Maniago"
"UEI50455","PR011",2025-07-04,10,"Officina Maniago"
"MBL28395","PR027",2025-06-30,10,"Officina Maniago"
"ZDT00633","PR025",2025-07-02,10,"Officina Maniago"
"MBH95177","PR014",2025-07-20,10,"Officina Maniago"
"WHG88959","PR047",2025-07-23,10,"Officina Maniago"
"LJH74048","PR042",2025-06-27,10,"Officina Maniago"
"NJR07693","PR031",2025-07-18,10,"Officina Maniago"
"QBT78616","PR035",2025-07-20,10,"Officina Maniago"
"UJM40751","PR022",2025-06-28,10,"Officina Maniago"
"UJM40751","PR004",2025-07-08,10,"Officina Maniago"
"QTA02490","PR028",2025-07-09,10,"Officina Maniago"
"UJM40751","PR036",2025-07-08,10,"Officina Maniago"
"NJR07693","PR039",2025-07-06,10,"Officina Maniago"
"MBH95177","PR006",2025-07-19,10,"Officina Maniago"
"MBL28395","PR008",2025-07-13,10,"Officina Maniago"
"UJM40751","PR021",2025-07-09,10,"Officina Maniago"
"UJM40751","PR032",2025-07-17,10,"Officina Maniago"
"DUO26543","PR019",2025-07-21,10,"Officina Maniago"
"QBT78616","PR034",2025-06-28,10,"Officina Maniago"
"QTA02490","PR024",2025-07-05,10,"Officina Maniago"
"QTA02490","PR007",2025-06-30,10,"Officina Maniago"
"UEI50455","PR010",2025-06-27,10,"Officina Maniago"
"DRI31886","PR048",2025-07-14,10,"Officina Maniago"
"DUO26543","PR013",2025-07-10,10,"Officina Maniago"
"TRA80271","PR033",2025-06-26,10,"Officina Maniago"
"NJR07693","PR038",2025-07-06,10,"Officina Maniago"
"PVV57745","PR045",2025-07-18,10,"Officina Maniago"
"PHU69089","PR044",2025-06-28,10,"Officina Maniago"
"YTJ31944","PR002",2025-07-05,10,"Officina Maniago"
"VBR26198","PR018",2025-07-03,10,"Officina Maniago"
"VBR26198","PR026",2025-06-29,10,"Officina Maniago"
"MBH95177","PR016",2025-07-03,10,"Officina Maniago"
"NLF68273","PR017",2025-06-30,10,"Officina Maniago"
"MWX89608","PR046",2025-07-01,10,"Officina Maniago"
"UJM40751","PR012",2025-07-12,10,"Officina Maniago"
"NHC07536","PR040",2025-07-12,10,"Officina Maniago"
"QTA02490","PR009",2025-06-24,10,"Officina Maniago"
"PVV57745","PR003",2025-07-02,10,"Officina Maniago"
"QAQ76397","PR030",2025-07-16,10,"Officina Maniago"
"UEI50455","PR020",2025-07-16,10,"Officina Maniago"
"TRA80271","PR041",2025-06-27,10,"Officina Maniago"
"UJM40751","PR024",2025-07-07,11,"Officina San Daniele del Friuli"
"DHG13941","PR011",2025-06-26,11,"Officina San Daniele del Friuli"
